no.,Product Name,Shop Name,Brand,Date,Sales Value,Sales Unit,Price
59,进口花王 日夜组合卫生巾 25cm*4+35cm*2日本原装乐而雅轻薄102片,昕宝居家日用专营店,KAO/花王,1706,269917.4200,1921,140.50880791
60,七度空间卫生巾少女姨妈巾纯棉日用夜用10包组合正品护垫混合装,亮洁家居专营店,SPACE7/七度空间,1706,268054.9500,7537,35.56520499
61,怡丽卫生巾 棉柔纤巧舒适组合装 日用贴身夜用超长防漏无荧光剂,怡丽官方旗舰店,Elis/怡丽,1706,256283.5400,8765,29.23942270
62,月月舒卫生巾瞬吸棉柔透气日用夜用超长夜用迷你巾组合装 套装,月月舒官方旗舰店,月月舒,1706,250797.2200,4393,57.09019349
63,护舒宝卫生巾组合套装超净云感棉棉柔日用夜用迷你卫生姨妈巾72片,宝洁官方旗舰店,whisper/护舒宝,1706,247544.6000,3997,61.93259945
64,abc卫生巾纤薄柔柔棉安心防漏日用夜用混合套餐姨妈贴身12包,三安家居专营店,ABC,1706,245796.0000,3801,64.66614049
65,高洁丝卫生巾日用240mm*9包+丝薄夜用7包+迷你3包+护垫1包,高洁丝官方旗舰店,高洁丝,1706,237169.1400,1959,121.06643185
66,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 超薄超吸组合装 8包,全棉时代官方旗舰店,Purcotton/全棉时代,1706,235881.4200,2568,91.85413551
67,花王乐而雅零触感迷你日用安心组合88片17cm+22.5cm+25cm,乐而雅官方旗舰店,KAO/花王,1706,234293.1100,3965,59.09031778
68,宝洁进口丹碧丝Tampax卫生棉条易推导管式普通装32支+大流量16支,宝洁海外旗舰店,P＆G/宝洁,1706,230237.0000,1864,123.51770386
