no.,tb_item_id,name,platform,shop_name,shop_type,month,num,sales(yuan),brand
2,16027198488,ABC卫生巾棉柔纤薄防侧漏日用夜用棉柔防侧漏贴身组合套装包邮A1,阿里,abc官方旗舰店,天猫,1709,41375,2686380.4000,ABC
3,45813031445,【天猫超市】七度空间卫生巾少女纯棉超薄6日用+8夜用96片装,阿里,天猫超市,天猫超市,1709,18592,1434438.7000,SPACE7/七度空间
4,541168065917,【天猫超市】苏菲卫生巾纤巧日用10片*8包+超熟睡4片*4共96片,阿里,天猫超市,天猫超市,1709,40427,2720218.1000,SOFY/苏菲
5,538374391613,【天猫超市】护舒宝卫生巾云感棉丝薄日用甜睡夜用护垫组合共89片,阿里,天猫超市,天猫超市,1709,31146,2048154.3200,whisper/护舒宝
6,520169267371,七度空间卫生巾少女系列纯棉超薄日用夜用超长姨妈巾组合官方正品,阿里,七度空间官方旗舰店,天猫,1709,15529,1137728.0000,SPACE7/七度空间
7,37742030041,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,阿里,华商创辉家居专营店,天猫,1709,22242,1540669.3000,SPACE7/七度空间
8,525344133119,七度空间卫生巾批发整箱少女姨妈巾纯棉日用夜用正品护垫混合装,阿里,七度空间恒阜专卖店,天猫,1709,30160,1274524.7000,SPACE7/七度空间
9,40702993392,护舒宝云感棉卫生巾纯棉亲肤夜用日用姨妈巾组合混合套装日夜棉柔,阿里,宝洁官方旗舰店,天猫,1709,16412,1226816.3000,whisper/护舒宝
10,41451085855,【天猫超市】ABC卫生巾纤薄棉柔排湿表层日用+夜用6包 大包装-天猫超市-天猫Tmall.com-上天猫，就购了-理想生,阿里,天猫超市,天猫超市,1709,38413,1376444.7000,ABC
11,535662890789,【极上爆款】苏菲卫生巾裸感S230+250+超熟睡420Air气垫组合,阿里,苏菲官方旗舰店,天猫,1709,14484,1202067.9000,SOFY/苏菲
12,522221500890,全棉时代 奈丝公主卫生巾 纯棉表层亲肤超吸日夜混合装卫生棉16包,阿里,全棉时代官方旗舰店,天猫,1709,3664,561213.4400,Purcotton/全棉时代
13,544438389550,ADAOFU阿道夫卫生巾日用夜用混合装棉柔经期姨妈巾套装40片无香味,阿里,阿道夫家居旗舰店,天猫,1709,17109,814392.1000,ADAOFU/阿道夫
14,35484934610,怡丽棉柔纤巧舒适组合装 日用贴身透气姨妈巾 夜用超长防漏卫生巾,阿里,怡丽官方旗舰店,天猫,1709,52866,1660562.8000,Elis/怡丽
15,544204239375,丹碧丝Tampax进口隐形卫生棉条 导管式内置无感姨妈卫生巾日夜用,阿里,宝洁官方旗舰店,天猫,1709,8826,913308.0000,Tampax/丹碧丝
16,524890306555,洁婷透气日夜用组合卫生巾整箱批发棉柔卫生棉姨妈巾混合装91片,阿里,洁婷旗舰店,天猫,1709,3419,233514.2000,Ladycare/洁婷
17,39694236533,【天猫超市】七度空间卫生巾少女超薄棉柔2日用+2夜用36片组合装,阿里,天猫超市,天猫超市,1709,31116,928651.4000,SPACE7/七度空间
18,523012195903,Free飞卫生巾日夜用组合装女神卫生巾超薄棉柔姨妈巾日夜套装10包,阿里,free旗舰店,天猫,1709,17281,1074120.2400,Free/飞
19,526488074556,【D11】高洁丝卫生巾亲亲棉丝薄日用8包+丝薄夜用3包+迷你巾,阿里,高洁丝官方旗舰店,天猫,1709,425,49210.2000,高洁丝
20,,,,,,,,,
21,45561865834,七度空间卫生巾少女系列纯棉超薄日用夜用特长夜用420姨妈巾组合,阿里,七度空间官方旗舰店,天猫,1709,5119,369512.1000,SPACE7/七度空间
22,40601814277,【官方店】洁婷卫生巾透气双U棉柔日夜用周期75片姨妈巾批发组合,阿里,洁婷旗舰店,天猫,1709,32541,1481658.4600,Ladycare/洁婷
23,521855694909,宝洁进口护舒宝Always液体卫生巾无荧光剂日用54片+夜用16片,阿里,宝洁海外旗舰店,天猫国际,1709,3742,585231.2000,whisper/护舒宝
24,550003259844,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,阿里,七度空间恒阜专卖店,天猫,1709,16656,1177822.2000,SPACE7/七度空间
25,531072067994,强生ob卫生棉条混合量多普通型3盒德国进口内置式姨妈卫生巾月经,阿里,强生中国官方旗舰店,天猫,1709,12546,658204.4100,o．b．
26,25108800128,怡丽棉柔纤巧量贩组合装 日用贴身透气姨妈巾 夜用超长防漏卫生巾,阿里,怡丽官方旗舰店,天猫,1709,7966,459341.3900,Elis/怡丽
27,539024415360,【天猫超市】ABC卫生巾棉柔日用超长夜用周期套装10包 送护垫22片,阿里,天猫超市,天猫超市,1709,11562,769476.5000,ABC
28,41351658382,【日夜爆款】苏菲卫生巾 夜用超熟睡420+290+日用组合10包,阿里,苏菲官方旗舰店,天猫,1709,1388,99797.2000,SOFY/苏菲
29,43367805551,七度空间优雅系列卫生巾丝柔超薄姨妈巾套装日用夜用组合官方正品,阿里,七度空间官方旗舰店,天猫,1709,4622,346848.2000,SPACE7/七度空间
30,531381347003,洁婷卫生巾透气双u棉柔纤薄日夜混合装批发包邮促销正品75片,阿里,洁婷旗舰店,天猫,1709,16180,876442.7700,Ladycare/洁婷
